Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label,predicted_label
8YjFbMbfXaQ,UgwkdnwKCiMbstaNYbJ4AaABAg,2023-03-11T11:33:16Z,2023-03-11T11:33:16Z,1,So bad this movie. I’m Asian.,NON_HATE,0.9182958603,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyR94KUvdKfGp7GBhF4AaABAg,2023-03-08T16:11:16Z,2023-03-08T16:11:16Z,4,"This movie is better than 
Dr strange2,thor love and thunder,
Wakanda forever,eternals,black widow and entire phase 4",NON_HATE,0.9715197682,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyvHqMz9OUvScWt3sJ4AaABAg,2023-03-08T07:41:10Z,2023-03-08T07:41:10Z,1,this was the last good film that marvel ever released since avengers endgame,NON_HATE,0.9690229893,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyDeXiZQwnbJZM11GV4AaABAg,2023-03-05T06:31:34Z,2023-03-05T06:31:34Z,0,Cool 😎,NON_HATE,0.9724235535,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwQFsg4K4Yxqwf9rF54AaABAg,2023-02-26T23:29:54Z,2023-02-26T23:29:54Z,4,This is my favourite MCU movie ever,NON_HATE,0.969902277,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzEHrqpRGgDTaTVkH14AaABAg,2023-02-26T03:50:36Z,2023-02-26T03:50:36Z,0,That's a badass trailer! Anyone knows the name of the final song?,NON_HATE,0.951264143,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzvzIAvTnyAxgMybEh4AaABAg,2023-02-25T10:36:30Z,2023-02-25T10:36:30Z,0,He looks just like the president of china...he might be his offspring and a sleeper cell,NON_HATE,0.9442366958,,NON_HATE
8YjFbMbfXaQ,Ugx9Tfo1kG7RQQrFgn94AaABAg,2023-02-24T14:18:48Z,2023-02-24T14:18:48Z,0,How did I miss this!??,NON_HATE,0.9761177897,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugw9p20R8eM1y14sbFB4AaABAg,2023-02-24T06:22:44Z,2023-02-24T06:22:44Z,0,Emotional damage,NON_HATE,0.9690849781,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwUpQeTpjVSzyHSzQ54AaABAg,2023-02-19T14:25:49Z,2023-02-19T14:25:49Z,0,Loved it❤️,NON_HATE,0.9724235535,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwZxjnbNVM2HOA9Ukx4AaABAg,2023-02-18T15:57:44Z,2023-02-18T15:57:44Z,0,Hey is that Andrew Yang?,NON_HATE,0.9762145877,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyEJQjiyk9J_SGWzY14AaABAg,2023-02-11T03:36:12Z,2023-02-11T03:36:12Z,0,1:43,NON_HATE,0.9761536717,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzNobncZhmLF6BPlux4AaABAg,2023-01-31T19:34:28Z,2023-01-31T19:34:28Z,1,Waaaay more than I expected!!!,NON_HATE,0.9762328863,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxfwsG1LVI2yzJY1vF4AaABAg,2023-01-28T06:21:19Z,2023-01-28T06:21:19Z,2,"Great movie, the story, twist and fight scene superb. It shouldn't be underrated",NON_HATE,0.9685340524,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxMK_m9SLdj_lU-MAB4AaABAg,2023-01-23T12:02:57Z,2023-01-23T12:02:57Z,1,Are all the comments from Disney paid bots? Couldn't even bear to finish this 2 hour movie.,NON_HATE,0.9719884992,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzdvcMn5QQ1RcZafQl4AaABAg,2023-01-21T01:55:57Z,2023-01-21T01:55:57Z,0,The ten rings is came from mongolia it is my country,NON_HATE,0.9198973179,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwkKRGushfFDQurdK54AaABAg,2023-01-16T22:40:13Z,2023-01-16T22:40:13Z,0,One,NON_HATE,0.9780728221,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzKLrLZHULZvnqf7IZ4AaABAg,2023-01-16T12:09:15Z,2023-01-16T12:09:15Z,0,Incredible.,NON_HATE,0.9781283736,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzmV17ys7ISIzgkFa54AaABAg,2023-01-11T16:22:58Z,2023-01-11T16:23:18Z,2,I want to see a Rush Hour type sequel with this guy and the guy from Tenet working together,NON_HATE,0.9540426731,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxbFifdgWQP3RMrSPV4AaABAg,2023-01-08T23:15:40Z,2023-01-08T23:15:40Z,4,I love this movie it so well done and the story is great it in my top 5 MCU movies. The way they choreographer the dance was so cool,NON_HATE,0.9699283838,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugzpv5QJWr8f8QFjjVd4AaABAg,2023-01-06T07:27:04Z,2023-01-06T07:27:04Z,1,This movie was awesome,NON_HATE,0.974946022,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyBXN9LzeqgVzxIMeB4AaABAg,2023-01-05T06:55:51Z,2023-01-05T06:55:51Z,2,One of the best Marvel phase 4 movies,NON_HATE,0.9720083475,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugyfn6778ynoC3aySHZ4AaABAg,2023-01-02T06:49:49Z,2023-01-02T06:49:49Z,1,"Too bad the rings didn't live up to the comics, nor did the Manderin fight Iron Man.",NON_HATE,0.9570486546,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugz2Quq-w6oVu2T-QN14AaABAg,2022-12-30T02:25:25Z,2022-12-30T02:25:25Z,2,It was good up until the mystic stuff. Wish it just stuck to a battle between father and son,NON_HATE,0.9740143418,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyZ6YN-PUlySH_R4ht4AaABAg,2022-12-26T12:49:51Z,2022-12-26T12:49:51Z,0,"This movie was better than I was expecting, but definitely needs 80% less comic relief",NON_HATE,0.9676047564,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyvDIwuB7Et_vMj5G54AaABAg,2022-12-21T23:39:08Z,2022-12-21T23:39:08Z,2,MOST DISGUSTING MOVIE EVER MADE. NOBODY WILL WATCH. WASTE TIME WASTE $. NO ONE IN THE WORLD WATCH MOVIES WITH CHINESE IN THEM.,NON_HATE,0.7426118851,HATE,NON_HATE
8YjFbMbfXaQ,UgyeeTlOiucaJu7zZhZ4AaABAg,2022-12-20T02:04:16Z,2022-12-20T02:04:16Z,33,"This movie deserved a billion dollar collection.......it was a very good movie the storytelling ,the action sequences, the presentation , visuals ,better than some of the Marvel movies.",NON_HATE,0.9712998867,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxuBOoYxvAUbp79Jfx4AaABAg,2022-12-19T03:55:19Z,2022-12-19T03:55:19Z,3,One of the best marvel movies super underrated,NON_HATE,0.9700254202,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugzb9LNArFQVJ0fIKUV4AaABAg,2022-12-18T22:09:35Z,2022-12-18T22:09:35Z,0,"I just watched this movie. And all of the women in this movie is way way way better than all of the men?
Including the star of the movie… I men the star of the movie is shown up by three women? And with ease at that? The M SHE U IS IN FULL SWING HERE. So sad. If not for that this could have been a fun movie.",NON_HATE,0.9078623056,HATE,NON_HATE
8YjFbMbfXaQ,UgwTOdUpeWX8w4GkbCF4AaABAg,2022-12-17T01:02:52Z,2022-12-17T01:02:52Z,0,"Shang Chi- The Legend of the ten rings is the first Marvel film with a Asian director and a large Asian cast
in the way of Black Panther also did in a similar fashion with a black filmmaker and a large black cast. 
Love two film both equally.",NON_HATE,0.967798233,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwhmGw_kb0WMksgiKt4AaABAg,2022-12-15T06:59:11Z,2022-12-15T06:59:11Z,1,1:38 the music hits different,NON_HATE,0.9718660116,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugx0pNdCOuK6gNSS4PF4AaABAg,2022-12-11T22:32:35Z,2022-12-11T22:32:35Z,0,"Everytime i feel low, i come back here.",NON_HATE,0.9770416617,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugw6m81Zp4HStEeHnTt4AaABAg,2022-12-06T15:15:28Z,2022-12-06T15:15:28Z,19,This will be the legendary series of all time🔥,NON_HATE,0.96059376,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyvRpQpOx8UeOEqKCl4AaABAg,2022-12-05T05:05:26Z,2022-12-05T05:05:26Z,0,"#25. MARVEL STUDIOS' *SHANG-CHI AND THE LEGEND OF THE TEN RINGS*
_Action, Adventure, Sci-Fi_
_September 3, 2021_",NON_HATE,0.9242771268,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugzdj971u_SzXzURzqx4AaABAg,2022-12-05T04:07:53Z,2022-12-05T04:07:53Z,1,@1:44 the beats bring me here again and again. 👏,NON_HATE,0.9673675299,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwJm5LX4I01R6VNXWp4AaABAg,2022-12-04T07:01:05Z,2022-12-04T07:01:05Z,1,The movie is ok after seeing the heroine i feel like deleting my youtube,NON_HATE,0.955194056,,NON_HATE
8YjFbMbfXaQ,Ugxl1imq6GQ_k75klTF4AaABAg,2022-12-03T11:32:53Z,2022-12-03T11:32:53Z,0,When I got taught the real 10 rings I had the ten necromancy rings the dark legendary rings of power healing,NON_HATE,0.9650921226,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgybJckeacuyCuEzJst4AaABAg,2022-12-02T20:37:07Z,2022-12-02T20:37:07Z,2,These fight scenes are amazing!! Marvel took some of the wuxia genre and put it in one of their movies!,NON_HATE,0.9673259258,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwZUh0XzkxRaLKQdxZ4AaABAg,2022-11-30T10:37:07Z,2022-11-30T10:37:07Z,0,Of course IT IS action... what's the alternative...!?!,NON_HATE,0.9670780301,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxqTsNswVUCgp2I2-F4AaABAg,2022-11-27T18:53:04Z,2022-11-27T18:53:04Z,0,As a kid watching this trailer and never seen this movie idk what to react 😅 but kind of nice...? But I have not done my HW yet so I'm not telling about this movie to my mom now! 🤣,NON_HATE,0.8494750857,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugz-8oOp0Xro1txMnKl4AaABAg,2022-11-26T11:13:36Z,2022-11-26T11:13:36Z,0,Shang Chi look like @Steven He,NON_HATE,0.9144767523,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgybrBFeL_xQOisdvYJ4AaABAg,2022-11-26T04:39:40Z,2022-11-26T04:39:40Z,0,My favourite movie of Phase 4,NON_HATE,0.9733040929,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzT2U8DBISHhTO7SuF4AaABAg,2022-11-20T09:03:27Z,2022-11-20T09:04:25Z,0,"... of course Michelle Yeoh is like, his mom. And what's with the awful music?",NON_HATE,0.9658853412,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyoRlN-0_l310PqoFR4AaABAg,2022-11-19T23:04:09Z,2022-11-19T23:04:09Z,1,"This was so much better than I thought it was going to be. I was really worried it was going to blow because of the different take in the MCU

But my god this was a great movie. Best new character of Phase 4",NON_HATE,0.9616651535,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugw3MbxZKvFyndU2ByF4AaABAg,2022-11-19T05:27:20Z,2022-11-19T05:29:00Z,1,"Simu Liu is a great amazing actor, he was played very well as the new marvel hero Shang-Chi, I am so proud for him and to all Asians around the world to have an amazing hero coming from Asian countries. I hoping to see him to be part on Avengers Squad.😭❤️

LOVE FROM PHILIPPINES 🇵🇭❤️🌍",NON_HATE,0.9345586896,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyQVKcQozL6OuhEwDF4AaABAg,2022-11-18T11:46:05Z,2022-11-18T11:46:05Z,0,"Even after 1 yr later, this trailer is giving me goosebumps!!!",NON_HATE,0.9729394317,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzSRTgOKcKPjGKXBJJ4AaABAg,2022-11-17T21:34:33Z,2022-11-17T21:34:33Z,0,Is this Yin?,NON_HATE,0.9771559238,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzUVJv7iXMPOieVpex4AaABAg,2022-11-17T13:54:31Z,2022-11-17T13:54:31Z,1,is it just me or does this guy look like steven he to you,NON_HATE,0.9142756462,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgzPDzBdzQf6RHerDc14AaABAg,2022-11-17T03:34:43Z,2022-11-17T03:34:43Z,0,We need a part 2 or Atlease See him again next year,NON_HATE,0.9733330011,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxVh6DCSM-QU6bto3h4AaABAg,2022-11-16T17:15:53Z,2022-11-16T17:15:53Z,1,I only just watched it and absolutely loved it! What a treat from the present-day MCU.,NON_HATE,0.9643296599,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxxzZzy_JEgfe-8x2Z4AaABAg,2022-11-15T02:59:43Z,2022-11-15T02:59:43Z,2,BEST MCU FILM THIS PHASE 4 TBH CANT WAIT FOR THEM TO RETURN,NON_HATE,0.9366649389,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgyRXffmRdsOwHv7Kcp4AaABAg,2022-11-11T02:24:17Z,2022-11-11T02:24:17Z,1,In line with Marvel's diversity policy shouldn't Shang-Chi have been a disabled European Amish woman in a wheelchair?,NON_HATE,0.9571099281,,HATE
8YjFbMbfXaQ,Ugzc7i9XWeGKJjzlhC94AaABAg,2022-11-10T22:12:04Z,2022-11-10T22:12:04Z,1,This is officially aisan,NON_HATE,0.9750712514,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxSnG_I_I_PInvrhrR4AaABAg,2022-11-09T22:04:27Z,2022-11-09T22:04:27Z,0,"Shang Chi really needed to post this as it's official trailer as it's first trailer when it first pre released, 
I don't know about everyone else, but in new york city, the trailer released was like a weird "" shazaam childrens movie version "".

I was shocked to see such a weird trailer, especially when Usa and Hk is working together, 
after see this, i am assuming HK was probably forced to release a,
 "" China Pride , China Man, in a Red Suit Lifting Buses to show China communist power. ""

Seriously, communism ruins every lol.",NON_HATE,0.9289008379,,NON_HATE
8YjFbMbfXaQ,UgyqyOwjKwMB6TBAaL94AaABAg,2022-11-07T10:57:37Z,2022-11-07T10:57:37Z,0,My Mandarin skills are very limited but I was able to understand a little bit of the Chinese Language parts. I may have been able to understand a tiny bit more if they had used Chinese Characters in the Chinese Language parts. Still a really great movie. I love the computer animation.,NON_HATE,0.9692301154,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwRWZqcpxkIwjIDfZB4AaABAg,2022-11-06T03:39:36Z,2022-11-06T03:39:36Z,0,is it just me or is everyone feeling like hulk whenevr they see this?,NON_HATE,0.9357076883,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwzpkY3rueIVZYC9BZ4AaABAg,2022-11-05T05:43:36Z,2022-11-05T05:43:36Z,3,1:20,NON_HATE,0.9773682356,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugx25h7vHV-l8JEG9LF4AaABAg,2022-10-28T18:23:29Z,2022-10-28T18:23:29Z,1,One of the most underrated Marvel movies ever!!,NON_HATE,0.9728303552,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgwaxZ3HjFSsb0EwgIp4AaABAg,2022-10-25T08:30:52Z,2022-10-25T08:30:52Z,2,This movie was awesome!,NON_HATE,0.9756044745,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgylYidxcp7l2S9gHKh4AaABAg,2022-10-23T06:17:34Z,2022-10-23T06:17:34Z,2,I LOVE THIS MOVIE SO MUCH,NON_HATE,0.8528615236,NON_HATE,NON_HATE
8YjFbMbfXaQ,UgxOG1e6edhEPoK5MgB4AaABAg,2022-10-22T08:39:10Z,2022-10-22T08:39:10Z,0,1113,NON_HATE,0.9779691696,NON_HATE,HATE
8YjFbMbfXaQ,UgztkC9oNlPiDhRmOs94AaABAg,2022-10-22T05:22:07Z,2022-10-22T05:22:07Z,3,Was that the abomination at the end?,NON_HATE,0.9766824245,NON_HATE,NON_HATE
8YjFbMbfXaQ,Ugw1df2X-c7zNKkzHJt4AaABAg,2022-10-18T13:35:16Z,2022-10-18T13:35:16Z,1,You know China is on the rise when Holywood finaly let's them in =),NON_HATE,0.9721615314,,NON_HATE
