Video ID,Comment ID,Published At,Updated At,Likes,Comment Text,BERT Label,confidence,True Label
m9EX0f6V11Y,Ugx0IokOz1c3W0pGtvt4AaABAg,2023-04-06T08:38:47Z,2023-04-06T08:38:47Z,0,I am here from marvel avengers game,NON_HATE,0.9731727242,NON_HATE
m9EX0f6V11Y,UgzkYGAXtb8YnpnqzCh4AaABAg,2023-04-04T03:29:43Z,2023-04-04T03:29:43Z,0,I love her sm yeah,NON_HATE,0.9637904763,NON_HATE
m9EX0f6V11Y,Ugxyxhq4MbNdlNKImCh4AaABAg,2023-04-03T03:38:16Z,2023-04-03T03:38:16Z,3,"Who Would Rather Watch I Am Groot than Ms Marvel?

 |
 |
 |
 |
 |
\/",NON_HATE,0.8426790833,NON_HATE
m9EX0f6V11Y,UgwQmQEHFsyEIaed8Vx4AaABAg,2023-04-02T07:57:51Z,2023-04-02T07:57:51Z,0,This is so lame,NON_HATE,0.9742798805,NON_HATE
m9EX0f6V11Y,UgxkTBuq0eHyPAKNMuZ4AaABAg,2023-04-02T07:30:18Z,2023-04-02T07:30:18Z,0,The Weeknd,NON_HATE,0.9724235535,NON_HATE
m9EX0f6V11Y,UgwEfpLF_TJCEFalQwV4AaABAg,2023-04-02T02:19:45Z,2023-04-02T02:19:45Z,0,😴😴😴🛏🛏🛏,NON_HATE,0.9780728221,NON_HATE
m9EX0f6V11Y,UgwxnAJepDpt7_NzeMx4AaABAg,2023-03-31T05:19:22Z,2023-03-31T05:19:22Z,0,Hohooo,NON_HATE,0.9780728221,NON_HATE
m9EX0f6V11Y,Ugz07MtFDk2fVH42UPt4AaABAg,2023-03-30T11:54:30Z,2023-03-30T11:54:30Z,2,Ironic how marvel is so bad at creating a superhero named marvel.,NON_HATE,0.9682698846,NON_HATE
m9EX0f6V11Y,UgwkUXNkT4jDBg95hAN4AaABAg,2023-03-30T05:06:20Z,2023-03-30T05:06:20Z,0,NO!,NON_HATE,0.9782115221,NON_HATE
m9EX0f6V11Y,Ugx1Mh_pp9c_NNiJBkx4AaABAg,2023-03-29T20:22:50Z,2023-03-29T20:22:50Z,1,A series that distorts Islam,NON_HATE,0.9537966251,
m9EX0f6V11Y,UgzLV7YizOY8HfNfmTV4AaABAg,2023-03-28T01:14:47Z,2023-03-28T01:14:47Z,2,this woketarded show sucked. I never made it past the 2nd episode,NON_HATE,0.9628511667,HATE
m9EX0f6V11Y,UgwRWFrQuga3TM7stG54AaABAg,2023-03-22T22:36:27Z,2023-03-22T22:36:27Z,0,"had so much potential but ruined by awful writing. I am an MCU dickrider and I think this, tbh i prefer She-Hulk at least i can get through that without being completely bored",NON_HATE,0.9564251304,NON_HATE
m9EX0f6V11Y,Ugw1SK5CWr8-34s-llB4AaABAg,2023-03-16T04:47:13Z,2023-03-16T04:47:13Z,0,Its been a Year since the first tráiler that have out hope came out,NON_HATE,0.9722909331,
m9EX0f6V11Y,Ugzt08WhVz58i5IrA914AaABAg,2023-03-14T08:40:08Z,2023-03-14T08:40:08Z,1,"Not gonna lie, this trailer made the show look good but it was a terrible disappointment. Plus, I hate the fact she looks like my ex. But the music is awesome in this trailer",NON_HATE,0.9155465961,NON_HATE
m9EX0f6V11Y,Ugzddiks4bKbgK0fyaN4AaABAg,2023-03-12T23:00:29Z,2023-03-12T23:00:29Z,0,"Can`t wait to see how USA is making a movie, about serial killers and rapist, becomes heroes ... oh wait .... they did.",NON_HATE,0.9492661357,
m9EX0f6V11Y,UgyNCIbdsvAJfbvwGEF4AaABAg,2023-03-12T11:01:08Z,2023-03-12T11:01:08Z,1,Kundi show,NON_HATE,0.9747196436,NON_HATE
m9EX0f6V11Y,UgxWsl7FYq6EIB47B8V4AaABAg,2023-03-09T21:55:46Z,2023-03-09T21:55:46Z,2,🤢🫢🤮,NON_HATE,0.9780728221,NON_HATE
m9EX0f6V11Y,Ugzw3qP6ZSOAJQZTLe54AaABAg,2023-03-07T17:37:47Z,2023-03-07T17:37:47Z,4,i cant handle the cringe,NON_HATE,0.9312388301,NON_HATE
m9EX0f6V11Y,UgylVXQP27n_0dn3Vn94AaABAg,2023-03-03T10:09:12Z,2023-03-03T10:09:12Z,6,This will age well! Such a classic!!,NON_HATE,0.9731320143,NON_HATE
m9EX0f6V11Y,UgwEP4COQtaKaws0I8Z4AaABAg,2023-02-28T08:13:14Z,2023-02-28T08:13:14Z,2,Taati 💩,NON_HATE,0.9724235535,NON_HATE
m9EX0f6V11Y,Ugz2WrfiqHPivZw2u6J4AaABAg,2023-02-26T10:10:44Z,2023-02-26T10:10:44Z,7,I just finished it in one go. And I don't know about y'all but I really liked it! Excited for The Marvels,NON_HATE,0.9494855404,NON_HATE
m9EX0f6V11Y,UgxMglyapKY38ih9iTZ4AaABAg,2023-02-25T18:07:24Z,2023-02-25T18:07:24Z,6,"As a Pakistani, I'm proud people took some notice of us!",NON_HATE,0.9711329937,NON_HATE
m9EX0f6V11Y,UgzxTxAx1tV3q2IDZp54AaABAg,2023-02-23T15:42:02Z,2023-02-23T15:42:02Z,5,I love this movie bcoz its Muslim hero,NON_HATE,0.9414989948,NON_HATE
m9EX0f6V11Y,UgzoDTfJhcZQHR_AYUt4AaABAg,2023-02-23T00:31:21Z,2023-02-23T00:31:21Z,14,Everytime I hear the blinding lights song i think about this trailer great job marvel,NON_HATE,0.953802824,NON_HATE
m9EX0f6V11Y,Ugw9lSSeuUqKwYT28p94AaABAg,2023-02-21T13:37:40Z,2023-02-21T13:37:40Z,5,🇵🇰🇵🇰🇵🇰🇵🇰,NON_HATE,0.9780728221,NON_HATE
m9EX0f6V11Y,Ugw8d3TBJZpqJBxbpH54AaABAg,2023-02-21T00:19:53Z,2023-02-21T00:19:53Z,7,This show is a JOKE. Less about super hero’s and more about indoctrination to islam. STOP WITH THE WOKE BS AND MAKE MOVIES THAT ARE FUN,NON_HATE,0.9076710939,HATE
m9EX0f6V11Y,UgweKrpDonNbbDFAHLV4AaABAg,2023-02-19T12:03:05Z,2023-02-19T12:03:05Z,0,That Pak hot chick 🌚,NON_HATE,0.9508183002,
m9EX0f6V11Y,UgzrueEFZde2riqFlLx4AaABAg,2023-02-19T00:04:29Z,2023-02-19T00:04:29Z,1,Amazing 😍😍🤩🤩 marvel is the best can't believe Marvel's season made in KARACHI (Pakistan),NON_HATE,0.9713343978,NON_HATE
m9EX0f6V11Y,UgxOANi5FMnnDNpL5Bl4AaABAg,2023-02-18T21:38:49Z,2023-02-18T21:38:49Z,8,She makes me proud to be Pakistani.,NON_HATE,0.9743924737,NON_HATE
m9EX0f6V11Y,UgwwIgaNGKezsHDlobN4AaABAg,2023-02-15T23:41:06Z,2023-02-15T23:41:06Z,1,omg.... they did not make such a mocie in real life?! This is fake right?? holy this hole world is going insane!! Iam sure the female superhero is for sure also loving females right?!,HATE,0.694886148,
m9EX0f6V11Y,Ugze93iW1tU86_0vSoJ4AaABAg,2023-02-13T12:33:04Z,2023-02-13T12:33:04Z,2,The only thing a kid from islamic roots these day become is TERRORIST,NON_HATE,0.8741900325,HATE
m9EX0f6V11Y,UgzjpSW3nABoyYgGASl4AaABAg,2023-02-09T06:26:04Z,2023-02-09T06:26:04Z,1,why is this some sort of Disney trailer,NON_HATE,0.967212975,NON_HATE
m9EX0f6V11Y,UgwLG97NSOZmOaxRWDF4AaABAg,2023-02-08T22:27:55Z,2023-02-08T22:27:55Z,5,Please don't launch this dogshit anywhere,NON_HATE,0.9695288539,NON_HATE
m9EX0f6V11Y,UgzJjCgkhzq7ixm-Rgt4AaABAg,2023-02-07T16:46:37Z,2023-02-07T16:46:37Z,4,"Muslim hero character, but  going to haram party and watch body from man , .... Im so sorry for judge. but as a Muslim i dont like it. PLEASE RESPECT MY RELIGION.",NON_HATE,0.9069714546,
m9EX0f6V11Y,UgwAp7zWtHt4Qt61ik94AaABAg,2023-02-07T10:22:59Z,2023-02-07T10:22:59Z,1,Not worth it oof,NON_HATE,0.9745473266,NON_HATE
m9EX0f6V11Y,UgypnngaN0xVi8s21gx4AaABAg,2023-02-05T05:42:52Z,2023-02-05T05:42:52Z,21,"believe or not , its a good marvel series as coming of age superhero story, not every movie or series can be Avengers level , they are building it for something big so enjoy.",NON_HATE,0.9633384943,NON_HATE
m9EX0f6V11Y,UgxdHK24st5Sum9h5i14AaABAg,2023-02-04T11:47:50Z,2023-02-04T11:47:50Z,3,Boring af,NON_HATE,0.9776561856,NON_HATE
m9EX0f6V11Y,Ugwnorpja45c6x6fX994AaABAg,2023-02-02T16:29:32Z,2023-02-02T16:29:32Z,2,I don’t like this trailer🤮🤮🤮🤮,NON_HATE,0.9432327151,NON_HATE
m9EX0f6V11Y,UgxB9oNmO8mMBSwJP-94AaABAg,2023-02-02T16:00:03Z,2023-02-02T16:00:03Z,3,Shoulda made this a movie....,NON_HATE,0.9758220315,NON_HATE
m9EX0f6V11Y,Ugyq_lyWu4wLYO8UKt54AaABAg,2023-02-02T12:39:13Z,2023-02-02T12:39:13Z,4,"Where your hijab, sister",NON_HATE,0.9707933664,
