Video ID,Comment Text,Label
wUn05hdkhjM,"-Universos X-Men Avengers Multiuniverso Marvel Multiverse 
1944-Capitán América
1986-Howard the Duck
1989-The Punisher
1990-Capitán América
1994-Los Cuatro Fantásticos
1996-Generación X
1998-Nick Fury: Agent of S.H.I.E.L.D.  

1998-Blade
2000-X-Men
2002-Blade II
2002-Spider-Man
2003-Daredevil
2003-X-Men 2
2003-Hulk
2004-The Punisher
2004-Spider-Man 2
2004-Blade:Trinity
2005-Man-Thing: la naturaleza del miedo
2005-Elektra
2005-Los4Fantásticos
2006-X-Men:TheLastStand
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2007-Spider-Man 3
2008-Iron Man
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2009-X-MenOrigins:Wolverine
2010-Iron Man 2
2011-Thor
2011-X-Men: Primera Generación
2011-Capitán América: El Primer Vengador
2011-Ghost Rider: Espíritu de Venganza
2012-The Avengers
2012-The Amazing Spider-Man
2013-Iron Man 3
2013-The Wolverine
2013-Thor: The Dark World
2014-CaptainAmerica:TheWinterSoldier
2014-TheAmazingSpider-Man2:Rise of Electro
2014-X-Men: Días del Futuro Pasado
2014-Guardianes de la Galaxia Vol. 1
2015-Avengers: Age of Ultron
2015-Ant-Man
2015-4 Fantásticos
2016-Deadpool
2016-Capitán América: Civil War
2016-X-Men: Apocalipsis
2016-Doctor Strange
2017-Logan
2017-Guardianes de la Galaxia Vol. 2
2017-Spider-Man: Homecoming
2017-Thor: Ragnarok
2018-Black Panther
2018-Avengers: Infinity War
2018-Deadpool 2
2018-Ant-Man and the Wasp
2018-Venom
2019-Capitana Marvel
2019-Avengers: Endgame
2019-X-Men: Dark Phoenix
2019-Spider-Man: Lejos de Casa
2020-Los nuevos mutantes 
2021-Black Widow 

2008-Iron Man
2010-Iron Man 2
2011-Thor
2011-Capitán América:El Primer Vengador
2012-The Avengers
2013-Iron Man 3
2013-Thor: The Dark World
2014-Captain America: The Winter Soldier
2014-Guardianes de la Galaxia
2015-Avengers:Age of Ultron
2015-Ant-Man
2016CapitánAmérica:CivilWar
2016-DoctorStrange
2017-GuardianesdelaGalaxia Vol.2
2017SpiderMan:Homecoming
2017-Thor:Ragnarok
2018-BlackPanther
2018-Avengers:Infinity War
2018-Ant-ManandtheWasp
2019-CapitanaMarvel
2019-Avengers:Endgame
2019-Spider-Man:Lejos de Casa
2021 - Black Widow 

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final
2009 - X-Men Wolverine
2011 - X-Men PrimeraGeneración
2013 - Wolverine Inmortal
2014 - X-Men Días Futuros Pasado
2016 - DEADPOOL
2016 - X-Men Apocalipsis
2017 - Logan
2018 - DEADPOOL 2
2019 - Dark Phoenix
2020 - Los Nuevos Mutantes

2002-Spider-Man
2004-Spider-Man 2
2007-Spider-Man 3
2012-The Amazing Spider-Man
2014-TheAmazingSpider-Man2:Rise of Electro
2016-Capitán América: Civil War
2017-Spider-Man: Homecoming
2018-Avengers: Infinity War
2019-Avengers: Endgame
2019-Spider-Man: Lejos de Casa

1998-Blade
2002-Blade II
2003-Daredevil
2003-Hulk
2004-The Punisher
2004-Blade:Trinity
2005-Elektra
2005-Los4Fantásticos
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2015-4 Fantásticos
2018-Venom

1998-Blade
2002-Blade II
2002-Spider-Man 
2003-Daredevil
2003-Hulk
2004-The Punisher
2004-Spider-Man 2 
2004-Blade:Trinity
2005-Elektra
2005-Los4Fantásticos
2007-spiderman 3
2007-Ghost Rider
2007-Los4FantásticosySilverSurfer
2008-The Incredible Hulk
2008-El Castigador: Zona de Guerra
2011-Ghost Rider: Espíritu de Venganza
2012-The Amazing Spider-Man 
2014-TheAmazingSpider-Man2 Rise of Electro 
2015-4 Fantásticos
2018-Venom


Saga del infinito

Fase 1

Iron Man 
The Incredible Hulk
​Iron Man 2
Thor
Capitán América: el primer vengador
The Avengers

Fase 2

Iron Man 3
Thor: The Dark World
​Captain America: The Winter Soldier
Guardianes de la Galaxia
​Avengers: Age of Ultron
Ant-Man

​Fase 3

Capitán América: Civil War
Doctor Strange
​Guardianes de la Galaxia Vol. 2
Spider-Man: Homecoming
​Thor: Ragnarok
Black Panther 
Avengers: Infinity War
Ant-Man and the Wasp
Capitana Marvel
Avengers: Endgame 
Spider-Man: Lejos de casa

Saga del Multiuniverso Multiverse 

Fase 4

Black Widow
Shang-Chi and the Legend of the Ten Rings
Eternals  
Spider-Man ​3
Doctor Strange in the Multiverse of Madness
Thor: Love and Thunder
Black Panther 
Capitana Marvel 2
​Guardianes de la Galaxia Vol. 3
Blade
​Ant-Man and the Wasp: Quantumania
Fantastic Four
        
Línea de tiempo 

1945Capitán América: el primer vengador
1990-1995  Capitana Marvel
2010-2010Iron Man
2011Iron Man 2
El Increíble Hulk
Thor
2012Los Vengadores
Iron Man 3
2013Thor: un mundo oscuro
2014Capitán América: El soldado de invierno
Guardianes de la Galaxia Vol. 1
Guardianes de la Galaxia Vol. 2
2015Avengers: Age of Ultron
Ant-Man
2016 Black Widow 
2016Capitán América: Civil War
Pantera Negra
Spider-Man: De regreso a casa
2016-2017Doctor Strange: Hechicero Supremo
2017Black Widow
Thor: Ragnarok
2018Avengers: Infinity War
Ant-Man y la Avispa
2020-2023Avengers: Endgame
2024Spider-Man: Lejos de casa

Línea del tiempo 

Por fecha de estreno, X-Men
(2000)	X-Men 2
(2003)	X-Men: The Last Stand
(2006)	X-Men Origins: Wolverine
(2009)	X-Men: primera generación
(2011)	The Wolverine
(2013)	X-Men: días del futuro pasado
(2014)	Deadpool
(2016)	X-Men: Apocalipsis
(2016)	Logan
(2017)	Deadpool 2
(2018)	Dark Phoenix
(2019)	Los nuevos mutantes(2020)
Por orden cronológico
Primera línea de tiempo (Línea original)
X-Men: primera generación
(1962) X-Men Origins:Wolverine
(1980)	X-Men
(2004)	X-Men 2
(2005)	X-Men: The Last Stand
(2006)	The Wolverine
(2011)	X-Men: días del futuro pasado
(futuro) (2023)
Nueva línea de tiempo (Después del cambio de la historia por Wolverine)
X-Men: días del futuro pasado
(nuevo pasado) (1973)	
X-Men: Apocalipsis
(1983)	Dark Phoenix
(1992)	Deadpool
(2016)	Deadpool 2
(2018)	Los nuevos mutantes(2020)
(2029) Logan

2012-The Avengers
2015-Avengers:Age of Ultron
2018-Avengers:Infinity War
2019-Avengers:Endgame

1944 - Capitán América
1990 - Capitán América
2011-Capitán América El Primer Vengador
2014 - Capitán América El Soldado De Invierno
2016-Capitán América Civil Wars 

2002-Spider-Man
2004-Spider-Man 2
2007-Spider-Man 3
2012-The Amazing Spider-Man
2014-TheAmazingSpider-Man2:Rise of Electro
2017-Spider-Man: Homecoming
2019-Spider-Man: Lejos de Casa

1994-Los Cuatro Fantásticos
2005-Los4Fantásticos
2007-Los4FantásticosySilverSurfer
2015- 4 Fantásticos 

2008- Iron Man
2010-Iron Man 2
2013-Iron Man 3

2011-Thor
2013-Thor: The Dark World
2017-Thor:Ragnarok

1989-The Punisher
2004-The Punisher
2008-El Castigador: Zona de Guerra

1998-Blade
2002-Blade II
2004-Blade:Trinity

2000 - X-Men 
2003 - X-Men 2 
2006 - X-Men 3 Batalla Final

2009 - X-Men Wolverine
2013 - Wolverine Inmortal
2017 - Logan

2011 - X-Men PrimeraGeneración
2014 - X-Men Días Futuros Pasado
2016 - X-Men Apocalipsis

2016 - DEADPOOL
2018 - DEADPOOL 2

2019 - Dark Phoenix

2020 - Los Nuevos Mutantes

2007-Ghost Rider
2011-Ghost Rider: Espíritu de Venganza

2014-Guardianes de la GalaxiaVol.1
2017-GuardianesdelaGalaxia Vol.2

2015-Ant-Man
2018-Ant-ManandtheWasp

2003-Hulk
2008-The Incredible Hulk

2003-Daredevil

2005-Elektra

2016-Doctor Strange

1986-Howard the Duck

2018-Venom

2019-Capitana Marvel

1996-Generación X

1998-Nick Fury: Agent of S.H.I.E.L.D.  

2005-Man-Thing: la naturaleza del miedo

2018-Black Panther

2021 Black Widow 

Futuras Películas 

-Eternals
-Shang-Chi and the Legend of the Ten Rings
-Thor: Love and Thunder 4 
-Doctor Strange: In the Multiverse of Madness 2 
-Spider-Man 3 Home sweet home. No Way Home sin camino a casa              
 -Guardians of the Galaxy Vol. 3
--Black Panther 2  
-Vemon 2 Let There Be Carnage
-Morbius
-Captain Marvel 2
-Ant Man The Wasp Quantumania
-Blade
-Fantastic Four
-Deadpool 3
-Spiderman 4
-The amazing Spiderman 3     
- Spider-Man Multiverse Multiuniverso

Futuros futuras películas de Marvel
En las siguientes generaciones década
Saga del infinito Infinity saga 
Saga de Multiuniverso Multiverse saga 
-Avengers 5 Multiverse 
-Avengers 6 : The New 
-Avengers 7 :New 
-X-Men:  Phoenix 2 
-the Hunter
-New X-Men 
-X Force 
-New Mutantes 2  
-Spider-Man vs Vemon vs Carnage 4
-Spider-Man 5 Multiuniverso 
-Spider-Man 6 y los seis siniestros
-Iron Man 4
-Capitán América 4
-Black Widow 2
-Vemon vs antiVemon 3
-Silk
-Kraven The Hunter
-Nightwatch	
-Jackpot
-The Sinister Six	2
-Madame Web
-Civil War 2
-Avengers Vengadores Civil Wars 
-Spiderman 4
-The amazing Spiderman 3  
-X-23 
-Multiple Man  
-Gambito
-X-Men vs Fantastic Four
-Avengers vs X-Men 
-Avengers vs Fantastic Four 
- Spider-Man Multiverse Multiuniversos
Marvel Universo Multiuniverso",positive
wUn05hdkhjM,"Dom: you said family 


Welcome to the family drax",positive
wUn05hdkhjM,"I read the title as ""Guardians of the Galaxy Vol. 3 - Trailer 2 (Official)"" and i immediately clicked on this",neutral
wUn05hdkhjM,Drax said family,neutral
wUn05hdkhjM,baby groot😄😄😄,neutral
wUn05hdkhjM,This trailer lives rent free in my mind,positive
wUn05hdkhjM,esta thor por que endgame se unio a los guardianes,neutral
wUn05hdkhjM,Baby Groot is the freaking cutest!!,neutral
wUn05hdkhjM,"I sell bread, Peter
I look rad, Peter
Aren't you glad, Peter
Because I'm bad, Peter
Don't be sad, Peter
Why you mad, Peter",negative
wUn05hdkhjM,1:55  F A M I L Y,neutral
wUn05hdkhjM,"I love how you could watch this trailer and be excited, but have no idea what the plot of the movie is going to be.
(I have recently been disappointed by a different movie trailer that basically told me the plot of the whole movie)",positive
wUn05hdkhjM,Best. Trailer. Ever,positive
wUn05hdkhjM,"Not me accidentally reading it ""Guardians of the Galaxy vol. 3 trailer 2"" 😅",neutral
wUn05hdkhjM,"After watching Vol. 1 ,  3 years back , Today i decided to watch vol 2 ,but when i watched that movie , I came to know it was vol 1 , And the movie which i've watched 3 years back ,was actually Vol. 2 😂 , Now i am watching this trailer and i think i have watched this movie which is Vol. 2 which i have already watched . 😂",neutral
wUn05hdkhjM,The Guardians trailers have a recurring theme of being bad when the movies are actually good,positive
wUn05hdkhjM,"This just makes me miss the days of 3rd grade when we were so hype to see this movie in my class, oh man..",neutral
wUn05hdkhjM,jehfwhefkhwehf wefhowef iwuhefioweh,neutral
wUn05hdkhjM,You guys never told me the Starlords dad  was an agent in fast and furious as nobody,positive
wUn05hdkhjM,Whoever edited this trailer is a freaking genius,neutral
wUn05hdkhjM,"Before I was into wrestling in 2020
I didnt know who the guy Drax was played by then i found out that the guy who plays drax is none other then wrestler Batista
Wow!",neutral
wUn05hdkhjM,Who Watching this trailer in 2021,neutral
wUn05hdkhjM,Thanks to youtube . I got recommend this video after 4 yrs,positive
wUn05hdkhjM,0:27 this trailer really made them seem like the main antagonists,positive
wUn05hdkhjM,Guardians volume 3 coming 2023 can’t wait❤️,neutral
wUn05hdkhjM,DIE SPACESHIP! Best line.,positive
wUn05hdkhjM,Please update pannunga anna,neutral
wUn05hdkhjM,God this movie was amazing. I even cried 😭❤️,positive
wUn05hdkhjM,I love this movie never gets old what an movie,positive
wUn05hdkhjM,Get down chain song,negative
wUn05hdkhjM,"Mantis: Shows Mantis for 1 second looking back

NEBULA",neutral
wUn05hdkhjM,Does anyone else have nostalgia for this in 2021?,neutral
wUn05hdkhjM,Rocket is my favourite!!!,neutral
wUn05hdkhjM,Leah and Zac: A Royal Problem 3-2-2013,neutral
wUn05hdkhjM,"2:09 To this day, it’s still gives me chills.",neutral
wUn05hdkhjM,💞,neutral
wUn05hdkhjM,Fuckin love Fleetwood Mac,positive
wUn05hdkhjM,"Guardians of the Galaxy (2014) f'u""l'l M'o'V'l""e
➤ cinemaplaynow.blogspot.com///tt2015381/.html
-All Subtitle Available




√™ Lorsqu'une pilule qui donne aux utilisateurs cinq minutes de super pouvoirs inattendus arrive dans les rues de
 la Nouvelle-Orléans, un adolescent marchand et un policier local doivent faire équipe avec un ancien soldat pour
 —faire tomber le groupe responsable de sa fabrication. √™ Когда таблетка, дающая пользователям пять минут
 неожиданных сверхспособностей, попадает на улицы Нового Орлеана, торговец-подросток и местный —полицейский
` 在整個人類歷史上，強者，富人和具有狡猾特質的人捕食部落，氏族，城鎮，城市和鄉村中的弱者，無`'守和貧窮成員。然而，人類的
生存意願迫使那些被拒絕，被剝奪或摧毀的基本需求的人們找到了一種生活方式，並繼續將其A融入不斷發展的人類社會。
說到食物，不要以為那些被拒絕的人只吃垃圾。相反，他們學會了在被忽視的肉類和蔬菜中尋找營養。他們學會了清潔，切塊，調味和
慢燉慢燉的野菜和肉類，在食品市場上被忽略的部分家用蔬菜和肉類，並且學會了使用芳香的木煙（如山核桃，山核桃和豆科灌木）來調味食物煮的時候:```
 I loro stati di salute
de s'approcher trop
rispettivi prevenirli",positive
wUn05hdkhjM,Most underrated film in the MCU,positive
wUn05hdkhjM,I just can't wait for Val 3 with thor,neutral
wUn05hdkhjM,"One of the best trailers ever, not the best movie tho",positive
wUn05hdkhjM,I prefer this movie much more than the first one!,positive
wUn05hdkhjM,Baby Groot is my favorite thing ever,positive
wUn05hdkhjM,2021????,neutral
wUn05hdkhjM,CMOOOON THIS SHOWED UP AND I THOUGHT IT WAS VOL 3,neutral
wUn05hdkhjM,"Peter: Who are you
Ego: I am your father 
Peter: Noooooooo",neutral
wUn05hdkhjM,"Marvel: We decided to release Vol.3 in 2020.
Corona: I will be the judge of that.",neutral
wUn05hdkhjM,For a minute I thought it said volume 3 trailer 2 :(,negative
wUn05hdkhjM,Which song is next for vol3❤️??,neutral
wUn05hdkhjM,"2014 ... We Are Groot
2021 ... We are Marvel Fans",neutral
wUn05hdkhjM,2021 anyone? And who's hyped for Vol. 3?,neutral
wUn05hdkhjM,2021?,neutral
wUn05hdkhjM,The most underrated Marvel movie,positive
wUn05hdkhjM,My downloads offline not responding,neutral
