video_id,comment_text,likes,published_at,updated_at,comment_id
wUn05hdkhjM,The amount of justice they did to Fleetwood Mac’s The Chain is honestly insane. It made the trailer for me.,130,2022-12-02T23:45:36Z,2022-12-02T23:45:36Z,UgzECMZ-nWvwxyWF_9h4AaABAg
wUn05hdkhjM,RIP Christine McVie,1,2022-11-30T20:46:58Z,2022-11-30T20:46:58Z,UgyAZL1LFJIYXOya41J4AaABAg
wUn05hdkhjM,When Marvel no was woke,3,2022-11-19T22:48:37Z,2022-11-19T22:48:37Z,UgzUiNRMNaWebZ9dvtp4AaABAg
wUn05hdkhjM,"<a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=1m03s"">1:03</a> <a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=1m02s"">1:02</a>",2,2022-11-01T15:17:19Z,2022-11-02T01:15:51Z,Ugw4Ep8XfZtZGogjiXR4AaABAg
wUn05hdkhjM,Name of trailer song?,3,2022-10-31T05:04:17Z,2022-10-31T05:04:17Z,UgxmMnDZFA262mHgVW54AaABAg
wUn05hdkhjM,5 year anniversary. Sly Stallone and Kurt Russell were the best in this movie. I&#39;m looking forward to the third Guardians of the Galaxy on the same date in the next year.,25,2022-10-28T18:47:48Z,2022-12-02T23:36:31Z,Ugy0w9eRTe5pRmZvRKZ4AaABAg
wUn05hdkhjM,What song is that? ❤,0,2022-10-23T21:03:26Z,2022-10-23T21:03:26Z,UgycIK8RzQDxFANMLLR4AaABAg
wUn05hdkhjM,"<a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=0m22s"">0:22</a>",1,2022-09-26T23:01:38Z,2022-09-26T23:01:38Z,UgznPreVCTafT6EYYgh4AaABAg
wUn05hdkhjM,"<a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=1m13s"">1:13</a>",2,2022-09-22T03:34:47Z,2022-09-22T03:34:47Z,Ugwzx4GRCqNXRuVpepF4AaABAg
wUn05hdkhjM,It’s sad this trailer got so little views,1,2022-09-18T18:22:17Z,2022-09-18T18:22:17Z,UgwHOLLSrUkpTJ02CdJ4AaABAg
wUn05hdkhjM,This video is so nice. I will download the movie,0,2022-08-27T19:44:38Z,2022-08-27T19:44:38Z,Ugz6laX7O-ftBIWP_T94AaABAg
wUn05hdkhjM,I can&#39;t wait for The third volume! Come on feige hype us up some company are just douchebags!!! And you can do much better!!!,3,2022-08-11T01:18:06Z,2022-08-11T01:18:06Z,UgyyiZvRIPq7YuNrwBt4AaABAg
wUn05hdkhjM,"2022 And the one and only thing that can give Marvel some quality, are still the Guardians of the Galaxy",0,2022-08-03T15:13:47Z,2022-08-03T15:13:47Z,Ugzhe9vtV-4lP4-8h3h4AaABAg
wUn05hdkhjM,"honestly, this movie is kinda underrated given how low ppl rank it in the MCU. I think its aged pretty well",4,2022-07-25T18:46:13Z,2022-07-25T18:46:13Z,Ugzuz95Wlrlr4X4sIsN4AaABAg
wUn05hdkhjM,Song name plss?,2,2022-07-22T12:03:05Z,2022-07-22T12:03:05Z,Ugy7Aqd33tDKMAy9gvJ4AaABAg
wUn05hdkhjM,Jesus is the lord,4,2022-07-20T00:18:46Z,2022-07-20T00:18:46Z,UgxwATqQW76VxHmWfSx4AaABAg
wUn05hdkhjM,"To this day, the Guardians of the Galaxy films are still my favorite MCU Films",13,2022-06-29T06:33:27Z,2022-06-29T06:33:27Z,Ugxp4B1aQVdF6k50UFB4AaABAg
wUn05hdkhjM,Kinda crazy how much this trailer throws viewers off the scent of what the movie is actually about,4,2022-06-13T21:20:35Z,2022-06-13T21:20:35Z,Ugxe4w2EHPM5p-p05vx4AaABAg
wUn05hdkhjM,Classic 🔥😊,1,2022-05-24T04:19:27Z,2022-05-24T04:19:27Z,UgydDylxCE9oMWddWpJ4AaABAg
wUn05hdkhjM,Why am I still watching this after 5 years?!,240,2022-05-14T14:05:52Z,2022-05-14T14:05:52Z,UgxbVuZ0Ao5yex5z9rN4AaABAg
wUn05hdkhjM,"5 years later, I can still hear them saying you must never break the Chain. Happy Anniversary to one of my favorite movies.",17,2022-05-06T03:11:50Z,2022-05-06T03:12:02Z,Ugz-yJ5BvCgFGWr62VB4AaABAg
wUn05hdkhjM,I can’t believe this movie is officially 5 years old,4,2022-05-05T13:25:58Z,2022-05-05T13:25:58Z,Ugz8naLhz_OJu2Jciht4AaABAg
wUn05hdkhjM,"All you do is yell at each other your not friends.<br><br>Drax: No, we&#39;re family<br><br>Dom: 👀👀",4,2022-04-25T22:39:09Z,2022-04-25T22:39:09Z,Ugx2r2ieRccSKxT9T3B4AaABAg
wUn05hdkhjM,"The MCU is vast, expansive, and colourful. And that fact is thanks to the Guardians movies.<br>So GG, you loveable pack of space-faring misfits. I Am Groot!",3,2022-04-15T14:44:11Z,2022-04-15T14:44:11Z,UgyknIvE2dp_KTKFcF14AaABAg
wUn05hdkhjM,What song is this!?!?,0,2022-04-13T23:44:23Z,2022-04-13T23:44:23Z,UgwKyl4m1pWiND4S12x4AaABAg
wUn05hdkhjM,I love this movie so much 2022,1,2022-04-09T19:03:13Z,2022-04-09T19:03:13Z,UgxB8KjxgiU_3AXC-fV4AaABAg
wUn05hdkhjM,Me : 🙀🤯😘,0,2022-03-16T10:16:08Z,2022-03-16T10:16:08Z,UgyVJdWbNKSjrL_E5mV4AaABAg
wUn05hdkhjM,Probably the funniest MCU film I’ve ever watched,2,2022-03-12T01:27:48Z,2022-03-12T01:27:48Z,Ugzjm0Cs9Tz_ht-wauV4AaABAg
wUn05hdkhjM,😀😀😀😀,0,2022-03-01T12:28:13Z,2022-03-01T12:28:13Z,UgwS5uVq-bBLXFI82-p4AaABAg
wUn05hdkhjM,I really love this Movie back in 2017.,2,2022-02-20T23:37:33Z,2022-02-20T23:37:33Z,UgyA8JK_NAyjVavuGIZ4AaABAg
wUn05hdkhjM,Y does this trailer have no views,1,2022-02-19T00:35:52Z,2022-02-19T00:35:52Z,Ugybp9DZsKCyxFum_QF4AaABAg
wUn05hdkhjM,Roses are red violets are blue he climbed us and we haven in aview,0,2022-02-18T22:17:32Z,2022-02-18T22:17:32Z,UgyOh4GxwUN9-OY3lVl4AaABAg
wUn05hdkhjM,This is cool,0,2022-02-15T13:46:50Z,2022-02-15T13:46:50Z,UgxBLhDsndd5FNr0jvh4AaABAg
wUn05hdkhjM,"Having watched the movie, they did a great job not spoiling Ego and going with a misdirect, that the Sovereign are the villains",0,2022-02-14T19:47:03Z,2022-02-14T19:47:03Z,UgzF2civtmDLsbU1k3l4AaABAg
wUn05hdkhjM,Song name,1,2022-02-03T11:46:27Z,2022-02-03T11:46:27Z,Ugyao2pTtqmrb5NCZst4AaABAg
wUn05hdkhjM,Rocket is so funny,2,2022-01-29T15:01:50Z,2022-01-29T15:01:50Z,UgwQ54OvZyVo_clIv9l4AaABAg
wUn05hdkhjM,I Watched this trailer when it first came out. Been watching it since. It never gets old.,2,2022-01-25T01:01:08Z,2022-01-25T01:01:08Z,Ugz3TmLoxXYI7DVQhm54AaABAg
wUn05hdkhjM,Just think this movie exists because Rocket stole some harbulary batteries!,2,2022-01-24T03:48:43Z,2022-02-02T15:25:03Z,UgyX5703XXktqSXCYoJ4AaABAg
wUn05hdkhjM,Groot is back,0,2022-01-09T11:30:58Z,2022-01-09T11:30:58Z,UgzqUpTU1e6K7Nb4tEJ4AaABAg
wUn05hdkhjM,Hello Peter...,0,2022-01-01T23:32:13Z,2022-01-01T23:32:13Z,UgxckgITIACGvtgXH5t4AaABAg
wUn05hdkhjM,"Any buddy knows the story tell to me, just watch for VFX effects 👍👍👍",0,2022-01-01T15:18:11Z,2022-01-01T15:18:11Z,UgwdCiie6N1cuqoYLgJ4AaABAg
wUn05hdkhjM,ジュラシック・ワールド見たあとだとこんなふざけたクリス・プラットなんか新鮮笑,0,2021-12-25T05:31:17Z,2021-12-25T05:31:17Z,Ugx-BMkBpTz7aqHoKZF4AaABAg
wUn05hdkhjM,huh...that was a fun trailer to rewatch,0,2021-12-24T06:46:13Z,2021-12-24T06:46:13Z,UgzMkJlrdWFKA-S-jP54AaABAg
wUn05hdkhjM,"Kudos to James Gun, cant wait for gotg vol 3!",0,2021-12-06T18:48:20Z,2021-12-06T18:48:20Z,UgxK8P-g4dfpHJE6Rmt4AaABAg
wUn05hdkhjM,one of the best trailers ever  with one of the best songs ever the chain -Fleetwood Mac,0,2021-11-28T01:53:55Z,2021-11-28T01:53:55Z,UgzH48h7vsMr8FuxgOR4AaABAg
wUn05hdkhjM,"They really did gotg member dirty in end game, i hope they do something about that in future,,",0,2021-11-23T09:19:18Z,2021-11-23T09:19:18Z,UgyqpU66ejCxphSwDmR4AaABAg
wUn05hdkhjM,Family!,1,2021-11-19T12:23:49Z,2021-11-19T12:23:49Z,UgzJim38Ed5pV_H9QLV4AaABAg
wUn05hdkhjM,"<a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=0m22s"">0:22</a><br><br>Just Something for edit",1,2021-11-15T04:11:51Z,2021-11-15T04:11:51Z,Ugx74TfDPcYWR6ir4Yp4AaABAg
wUn05hdkhjM,Guardians of the galaxy game honestly matches the vibe of this version of the guardians,1,2021-11-02T02:11:12Z,2021-11-02T02:11:12Z,UgzTaHW3Hq_XB2a9AHR4AaABAg
wUn05hdkhjM,AoSHDa,0,2021-10-31T18:03:08Z,2021-10-31T18:03:08Z,Ugyhn31nr2xXWfEnXgl4AaABAg
wUn05hdkhjM,"Notice how in the trailer for the first film, the listed off the actors’ names. For the sequel, since they became so popular, they’re listing off the characters’ names.",0,2021-10-29T10:51:24Z,2021-10-29T10:51:24Z,Ugx6Gsi6f0LwtjoL17d4AaABAg
wUn05hdkhjM,Darth Vader I am your father,2,2021-10-12T05:13:24Z,2021-10-12T05:13:24Z,UgxJzX8Dd3It26ztcIJ4AaABAg
wUn05hdkhjM,"I like this scene <a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=2m52s"">2:52</a>",1,2021-09-21T13:25:41Z,2021-09-21T13:25:41Z,UgyTQ3CZXq7eheCK1HN4AaABAg
wUn05hdkhjM,wtf i thought this was the trailer for gotg 3 for a second,2,2021-09-15T13:35:07Z,2021-09-15T13:35:07Z,UgwobAdThOfnyXKJPqx4AaABAg
wUn05hdkhjM,Ahhh I need gaurdians 3 right now! Also it breaks my heart remembering that our gamora from this movie was murdered…,1,2021-09-01T21:33:41Z,2021-09-01T21:33:41Z,UgzLSGOrNH7hWIy7fxl4AaABAg
wUn05hdkhjM,Super film 👍,1,2021-08-29T19:20:35Z,2021-08-29T19:20:35Z,Ugxbc3QlLNdiqNE-HDh4AaABAg
wUn05hdkhjM,dudee this trailer is amazing!!,1,2021-08-28T16:24:55Z,2021-08-28T16:24:55Z,UgwhEszjxQvkHP0dGmZ4AaABAg
wUn05hdkhjM,Familia toda la vida .,0,2021-08-24T21:23:03Z,2021-08-24T21:23:03Z,Ugx-2Zj4AnXMvpeSyOh4AaABAg
wUn05hdkhjM,💜,0,2021-08-24T21:21:07Z,2021-08-24T21:21:07Z,Ugye-l101uzDWa0NzuN4AaABAg
wUn05hdkhjM,"Yondu, Rocket and Groot... Oh what a savage team this would have been in the Endgames",0,2021-08-21T07:44:59Z,2021-08-21T07:44:59Z,UgyYLxtQHinVhCyLa9V4AaABAg
wUn05hdkhjM,why is youtube recommending this... i thought it&#39;s the vol 3 😭😭😭😭,0,2021-08-17T01:55:39Z,2021-08-17T01:55:39Z,UgwV_1m_AeckX-5EHAR4AaABAg
wUn05hdkhjM,One of the best Sci-Fi movies ever made !! GOTG has got to be one of the best examples of using CGI to create mind-blowing cinematic visuals.,16,2021-08-15T18:49:20Z,2021-08-15T18:49:20Z,UgzI2v1KkZJ85RXlOHZ4AaABAg
wUn05hdkhjM,"<a href=""https://www.youtube.com/watch?v=wUn05hdkhjM&amp;t=1m54s"">1:54</a> dom : yes we&#39;re strong cz we are family",1,2021-08-11T01:51:56Z,2021-08-11T01:51:56Z,UgxDM2u_qdygxvdPbq14AaABAg
wUn05hdkhjM,"Of course, the film is about family. Dom&#39;s in it.",2,2021-08-01T07:43:02Z,2021-08-01T07:43:02Z,UgwsNrqX4ZJww1WIBsV4AaABAg
